ACBK1g00072,Cen-16-000076,Cen-15-003982
ACBK1g00073,Cen-16-000077,Cen-15-003981
ACBK1g00074,Cen-16-000078,Cen-15-003980
ACBK1g00075,.,.
ACBK1g00076,Cen-16-000079,.
ACBK1g00077,Cen-16-000080,.
ACBK1g00078,Cen-16-000081,.
ACBK1g00079,Cen-16-000082,Cen-15-003978
ACBK1g00080,Cen-16-000083,Cen-15-003977
ACBK1g00081,Cen-16-000085,Cen-15-003976
ACBK1g00082,Cen-16-000086,Cen-15-003975
ACBK1g00083,Cen-16-000087,Cen-15-003974
ACBK1g00084,.,Cen-15-003973
ACBK1g00085,Cen-16-000090,Cen-15-003972
ACBK1g00086,Cen-16-000091,Cen-15-003971
ACBK1g00087,Cen-16-000092,Cen-15-003970
ACBK1g00088,Cen-16-000093,Cen-15-003969
ACBK1g00089,Cen-16-000095,Cen-15-003968
ACBK1g00090,Cen-16-000096,Cen-15-003967
ACBK1g00091,.,Cen-15-003966
ACBK1g00092,Cen-16-000097,Cen-15-003965
ACBK1g00093,.,Cen-15-003964
ACBK1g00094,Cen-16-000098,Cen-15-003963
ACBK1g00095,Cen-16-000099,Cen-15-003962
ACBK1g00096,Cen-16-000100,Cen-15-003961
ACBK1g00097,.,Cen-15-003958
ACBK1g00098,Cen-16-000103,Cen-15-003957
ACBK1g00099,.,.
ACBK1g00100,Cen-16-000104,Cen-15-003956
ACBK1g00101,.,Cen-15-003955
ACBK1g00102,Cen-16-000106,Cen-15-003954
ACBK1g00103,Cen-16-000107,Cen-15-003953
ACBK1g00104,.,.
ACBK1g00105,.,.
ACBK1g00106,Cen-16-000108,Cen-15-003952
ACBK1g00107,Cen-16-000109,Cen-15-003951
ACBK1g00108,Cen-16-000110,.
ACBK1g00109,Cen-16-000111,Cen-15-003950
ACBK1g00110,Cen-16-000112,Cen-15-003949
ACBK1g00111,Cen-16-000113,Cen-15-003948
ACBK1g00112,Cen-16-000115,Cen-15-003946
ACBK1g00113,Cen-16-000116,Cen-15-003945
ACBK1g00114,Cen-16-000117,Cen-15-003944
ACBK1g00115,Cen-16-000118,Cen-15-003943
ACBK1g00116,Cen-16-000119,Cen-15-003942
ACBK1g00117,Cen-16-000120,.
ACBK1g00118,Cen-16-000121,.
ACBK1g00119,.,Cen-15-003940
ACBK1g00120,Cen-16-000122,Cen-15-003939
ACBK1g00121,.,.
ACBK1g00122,Cen-16-000123,.
ACBK1g00123,Cen-16-000124,Cen-15-003938
ACBK1g00124,.,Cen-15-003937
ACBK1g00125,.,Cen-15-003935
ACBK1g00126,.,.
ACBK1g00127,Cen-16-000125,Cen-15-003934
ACBK1g00128,Cen-16-000126,Cen-15-003933
ACBK1g00129,.,.
ACBK1g00130,Cen-16-000127,Cen-15-003932
ACBK1g00131,Cen-16-000128,Cen-15-003931
ACBK1g00132,.,.
ACBK1g00133,Cen-16-000130,.
ACBK1g00134,Cen-16-000131,Cen-15-003929
ACBK1g00135,.,.
ACBK1g00136,Cen-16-000134,.
ACBK1g00137,Cen-16-000135,Cen-15-003926
ACBK1g00138,Cen-16-000136,Cen-15-003925
ACBK1g00139,.,Cen-15-003924
ACBK1g00140,.,.
ACBK1g00141,Cen-16-000137,Cen-15-003923
ACBK1g00142,.,.
ACBK1g00143,Cen-16-000139,Cen-15-003921
ACBK1g00144,.,Cen-15-003920
ACBK1g00145,.,Cen-15-003919
ACBK1g00146,.,.
ACBK1g00147,Cen-16-000141,Cen-15-003917
ACBK1g00148,Cen-16-000142,Cen-15-003916
ACBK1g00149,.,Cen-15-003915
ACBK1g00150,Cen-16-000144,Cen-15-003914
ACBK1g00151,Cen-16-000145,Cen-15-003913
ACBK1g00152,Cen-16-000147,Cen-15-003910
ACBK1g00153,.,.
ACBK1g00154,.,.
ACBK1g00155,Cen-16-000148,.
ACBK1g00156,Cen-16-000149,Cen-15-003909
ACBK1g00157,Cen-16-000150,.
ACBK1g00158,.,Cen-15-003908
ACBK1g00159,Cen-16-000151,Cen-15-003907
ACBK1g00160,Cen-16-000152,Cen-15-003906
ACBK1g00161,.,.
ACBK1g00162,Cen-16-000153,Cen-15-003905
ACBK1g00163,Cen-16-000154,Cen-15-003904
ACBK1g00164,.,.
ACBK1g00165,Cen-16-000155,Cen-15-003902
ACBK1g00166,.,.
ACBK1g00167,Cen-16-000156,Cen-15-003901
ACBK1g00168,Cen-16-000157,Cen-15-003900
ACBK1g00169,.,Cen-15-003899
ACBK1g00170,.,.
ACBK1g00171,Cen-16-000159,Cen-15-003898
ACBK1g00172,Cen-16-000160,Cen-15-003897
ACBK1g00173,.,.
ACBK1g00174,.,.
ACBK1g00175,.,.
ACBK1g00176,.,.
ACBK1g00177,Cen-16-000162,Cen-15-003894
ACBK1g00178,Cen-16-000163,Cen-15-003893
ACBK1g00179,.,.
ACBK1g00180,Cen-16-000164,Cen-15-003892
ACBK1g00181,Cen-16-000165,Cen-15-003891
ACBK1g00182,Cen-16-000166,Cen-15-003890
ACBK1g00183,Cen-16-000167,Cen-15-003889
ACBK1g00184,Cen-16-000168,Cen-15-003888
ACBK1g00185,.,Cen-15-003887
ACBK1g00186,Cen-16-000169,Cen-15-003886
ACBK1g00187,Cen-16-000170,Cen-15-003885
ACBK1g00188,.,Cen-15-003884
ACBK1g00189,Cen-16-000173,.
ACBK1g00190,Cen-16-000174,Cen-15-003882
ACBK1g00191,Cen-16-000175,Cen-15-003881
ACBK1g00192,Cen-16-000176,Cen-15-003880
ACBK1g00193,Cen-16-000177,Cen-15-003879
ACBK1g00194,.,.
ACBK1g00195,Cen-16-000180,Cen-15-003876
ACBK1g00196,.,.
ACBK1g00197,Cen-16-000182,Cen-15-003875
ACBK1g00198,Cen-16-000183,Cen-15-003874
ACBK1g00199,.,.
ACBK1g00200,Cen-16-000184,Cen-15-003873
ACBK1g00201,.,.
ACBK1g00202,Cen-16-000185,Cen-15-003872
ACBK1g00203,Cen-16-000186,Cen-15-003871
ACBK1g00204,Cen-16-000187,Cen-15-003870
ACBK1g00205,Cen-16-000188,Cen-15-003869
ACBK1g00206,Cen-16-000189,Cen-15-003868
ACBK1g00207,Cen-16-000191,Cen-15-003866
ACBK1g00208,Cen-16-000192,Cen-15-003865
ACBK1g00209,Cen-16-000193,Cen-15-003864
ACBK1g00210,Cen-16-000194,Cen-15-003863
ACBK1g00211,Cen-16-000195,Cen-15-003862
ACBK1g00212,Cen-16-000196,Cen-15-003861
ACBK1g00213,Cen-16-000198,Cen-15-003859
ACBK1g00214,Cen-16-000199,Cen-15-003858
ACBK1g00215,Cen-16-000200,Cen-15-003857
ACBK1g00216,Cen-16-000201,Cen-15-003856
ACBK1g00217,Cen-16-000202,Cen-15-003855
ACBK1g00218,Cen-16-000203,Cen-15-003854
ACBK1g00219,.,.
ACBK1g00220,Cen-16-000204,Cen-15-003853
ACBK1g00221,Cen-16-000205,Cen-15-003852
ACBK1g00222,Cen-16-000206,.
ACBK1g00223,Cen-16-000207,Cen-15-003851
ACBK1g00224,Cen-16-000208,Cen-15-003850
ACBK1g00225,.,.
ACBK1g00226,Cen-16-000209,Cen-15-003849
ACBK1g00227,.,.
ACBK1g00228,.,Cen-15-003848
ACBK1g00229,Cen-16-000210,Cen-15-003847
ACBK1g00230,Cen-16-000211,Cen-15-003846
ACBK1g00231,Cen-16-000212,Cen-15-003845
ACBK1g00232,Cen-16-000213,Cen-15-003844
ACBK1g00233,Cen-16-000214,Cen-15-003843
ACBK1g00234,Cen-16-000217,Cen-15-003842
ACBK1g00235,Cen-16-000218,Cen-15-003841
ACBK1g00236,Cen-16-000219,.
ACBK1g00237,Cen-16-000221,Cen-15-003839
ACBK1g00238,Cen-16-000223,Cen-15-003837
ACBK1g00239,Cen-16-000224,Cen-15-003836
ACBK1g00240,Cen-16-000227,Cen-15-003835
ACBK1g00241,Cen-16-000228,Cen-15-003834
ACBK1g00242,Cen-16-000229,Cen-15-003833
ACBK1g00243,Cen-16-000230,Cen-15-003832
ACBK1g00244,.,.
ACBK1g00245,.,.
ACBK1g00246,.,.
ACBK1g00247,.,Cen-15-003831
ACBK1g00248,Cen-16-000232,Cen-15-003830
ACBK1g00249,.,Cen-15-003829
ACBK1g00250,Cen-16-000233,Cen-15-003828
ACBK1g00251,Cen-16-000234,Cen-15-003827
ACBK1g00252,Cen-16-000235,Cen-15-003826
ACBK1g00253,.,.
ACBK1g00254,Cen-16-000236,Cen-15-003825
ACBK1g00255,.,.
ACBK1g00256,Cen-16-000237,Cen-15-003824
ACBK1g00257,Cen-16-000238,Cen-15-003823
ACBK1g00258,Cen-16-000239,Cen-15-003822
ACBK1g00259,Cen-16-000240,Cen-15-003821
ACBK1g00260,Cen-16-000241,Cen-15-003820
ACBK1g00261,Cen-16-000242,Cen-15-003819
ACBK1g00262,Cen-16-000243,Cen-15-003818
ACBK1g00263,Cen-16-000244,Cen-15-003817
ACBK1g00264,Cen-16-000245,Cen-15-003816
ACBK1g00265,Cen-16-000246,Cen-15-003815
ACBK1g00266,Cen-16-000247,Cen-15-003814
ACBK1g00267,Cen-16-000248,.
ACBK1g00268,.,.
ACBK1g00269,Cen-16-000249,Cen-15-003813
ACBK1g00270,Cen-16-000250,Cen-15-003812
ACBK1g00271,Cen-16-000251,.
ACBK1g00272,.,Cen-15-003811
ACBK1g00273,.,.
ACBK1g00274,Cen-16-000252,Cen-15-003808
ACBK1g00275,Cen-16-000253,Cen-15-003807
ACBK1g00276,Cen-16-000254,Cen-15-003806
ACBK1g00277,Cen-16-000256,Cen-15-003804
ACBK1g00278,Cen-16-000257,Cen-15-003803
ACBK1g00279,.,.
ACBK1g00280,.,.
ACBK1g00281,Cen-16-000258,Cen-15-003802
ACBK1g00282,.,.
ACBK1g00283,Cen-16-000260,Cen-15-003800
ACBK1g00284,Cen-16-000261,Cen-15-003799
ACBK1g00285,Cen-16-000262,Cen-15-003798
ACBK1g00286,Cen-16-000263,Cen-15-003797
ACBK1g00287,.,.
ACBK1g00288,.,.
ACBK1g00289,Cen-16-000266,Cen-15-003796
ACBK1g00290,Cen-16-000267,Cen-15-003795
ACBK1g00291,Cen-16-000268,Cen-15-003794
ACBK1g00292,.,.
ACBK1g00293,Cen-16-000269,.
ACBK1g00294,Cen-16-000270,Cen-15-003793
ACBK1g00295,.,Cen-15-003792
ACBK1g00296,Cen-16-000271,Cen-15-003791
ACBK1g00297,Cen-16-000272,Cen-15-003790
ACBK1g00298,Cen-16-000273,Cen-15-003789
ACBK1g00299,Cen-16-000274,Cen-15-003788
ACBK1g00300,Cen-16-000277,.
ACBK1g00301,.,.
ACBK1g00302,Cen-16-000278,Cen-15-003786
ACBK1g00303,Cen-16-000279,Cen-15-003785
ACBK1g00304,.,Cen-15-003784
ACBK1g00305,.,.
ACBK1g00306,Cen-16-000280,Cen-15-003783
ACBK1g00307,Cen-16-000281,Cen-15-003782
ACBK1g00308,.,.
ACBK1g00309,Cen-16-000282,.
ACBK1g00310,Cen-16-000284,Cen-15-003780
ACBK1g00311,Cen-16-000285,Cen-15-003779
ACBK1g00312,Cen-16-000286,Cen-15-003778
ACBK1g00313,.,.
ACBK1g00314,Cen-16-000287,Cen-15-003776
ACBK1g00315,Cen-16-000288,Cen-15-003775
ACBK1g00316,Cen-16-000289,Cen-15-003774
ACBK1g00317,.,Cen-15-003773
ACBK1g00318,.,Cen-15-003772
ACBK1g00319,.,.
ACBK1g00320,.,Cen-15-003771
ACBK1g00321,Cen-16-000290,Cen-15-003770
ACBK1g00322,.,.
ACBK1g00323,.,.
ACBK1g00324,.,.
ACBK1g00325,.,.
ACBK1g00326,.,.
ACBK1g00327,Cen-16-000295,Cen-15-003769
ACBK1g00328,Cen-16-000296,Cen-15-003768
ACBK1g00329,Cen-16-000297,Cen-15-003767
ACBK1g00330,.,.
ACBK1g00331,.,.
ACBK1g00332,.,Cen-15-003766
ACBK1g00333,Cen-16-000299,Cen-15-003764
ACBK1g00334,Cen-16-000300,Cen-15-003763
ACBK1g00335,Cen-16-000301,Cen-15-003762
ACBK1g00336,Cen-16-000302,Cen-15-003761
ACBK1g00337,Cen-16-000305,.
ACBK1g00338,Cen-16-000306,Cen-15-003760
ACBK1g00339,Cen-16-000307,Cen-15-003759
ACBK1g00340,Cen-16-000308,Cen-15-003758
ACBK1g00341,Cen-16-000309,Cen-15-003757
ACBK1g00342,Cen-16-000311,Cen-15-003755
ACBK1g00343,.,Cen-15-003754
ACBK1g00344,Cen-16-000312,Cen-15-003753
ACBK1g00345,Cen-16-000313,Cen-15-003752
ACBK1g00346,.,.
ACBK1g00347,Cen-16-000314,Cen-15-003751
ACBK1g00348,Cen-16-000315,Cen-15-003750
ACBK1g00349,Cen-16-000316,Cen-15-003749
ACBK1g00350,Cen-16-000317,Cen-15-003748
ACBK1g00351,Cen-16-000318,Cen-15-003747
ACBK1g00352,.,.
ACBK1g00353,Cen-16-000319,Cen-15-003746
ACBK1g00354,Cen-16-000320,Cen-15-003745
ACBK1g00355,.,.
ACBK1g00356,.,Cen-15-003744
ACBK1g00357,Cen-16-000321,Cen-15-003743
ACBK1g00358,Cen-16-000322,Cen-15-003742
ACBK1g00359,.,.
ACBK1g00360,Cen-16-000323,Cen-15-003741
ACBK1g00361,Cen-16-000324,Cen-15-003740
ACBK1g00362,Cen-16-000325,Cen-15-003739
ACBK1g00363,Cen-16-000326,Cen-15-003738
ACBK1g00364,Cen-16-000327,.
ACBK1g00365,Cen-16-000328,Cen-15-003737
ACBK1g00366,Cen-16-000329,Cen-15-003736
ACBK1g00367,Cen-16-000330,Cen-15-003735
ACBK1g00368,.,Cen-15-003734
ACBK1g00369,.,.
ACBK1g00370,Cen-16-000331,Cen-15-003733
ACBK1g00371,Cen-16-000333,Cen-15-003731
ACBK1g00372,Cen-16-000334,Cen-15-003730
ACBK1g00373,Cen-16-000335,Cen-15-003729
ACBK1g00374,Cen-16-000336,Cen-15-003728
ACBK1g00375,Cen-16-000337,Cen-15-003727
ACBK1g00376,Cen-16-000338,Cen-15-003726
ACBK1g00377,Cen-16-000339,Cen-15-003725
ACBK1g00378,Cen-16-000340,Cen-15-003724
ACBK1g00379,.,.
ACBK1g00380,.,.
ACBK1g00381,Cen-16-000343,Cen-15-003721
ACBK1g00382,Cen-16-000344,Cen-15-003719
ACBK1g00383,Cen-16-000345,Cen-15-003718
ACBK1g00384,Cen-16-000346,Cen-15-003717
ACBK1g00385,.,Cen-15-003716
ACBK1g00386,Cen-16-000349,Cen-15-003715
ACBK1g00387,Cen-16-000350,Cen-15-003714
ACBK1g00388,Cen-16-000351,Cen-15-003713
ACBK1g00389,Cen-16-000352,Cen-15-003712
ACBK1g00390,.,.
ACBK1g00391,Cen-16-000354,Cen-15-003710
ACBK1g00392,Cen-16-000355,Cen-15-003709
ACBK1g00393,.,.
ACBK1g00394,Cen-16-000357,Cen-15-003707
ACBK1g00395,Cen-16-000358,Cen-15-003704
ACBK1g00396,Cen-16-000359,Cen-15-003703
ACBK1g00397,Cen-16-000360,Cen-15-003702
ACBK1g00398,Cen-16-000361,Cen-15-003701
ACBK1g00399,Cen-16-000362,Cen-15-003700
ACBK1g00400,Cen-16-000363,Cen-15-003699
ACBK1g00401,.,Cen-15-003698
ACBK1g00402,Cen-16-000364,Cen-15-003696
ACBK1g00403,Cen-16-000365,Cen-15-003695
ACBK1g00404,Cen-16-000366,Cen-15-003694
ACBK1g00405,Cen-16-000369,Cen-15-003691
ACBK1g00406,.,Cen-15-003690
ACBK1g00407,Cen-16-000370,Cen-15-003689
ACBK1g00408,Cen-16-000371,Cen-15-003688
ACBK1g00409,Cen-16-000372,Cen-15-003687
ACBK1g00410,Cen-16-000373,Cen-15-003686
ACBK1g00411,Cen-16-000374,.
ACBK1g00412,Cen-16-000375,Cen-15-003684
ACBK1g00413,Cen-16-000376,Cen-15-003683
ACBK1g00414,Cen-16-000377,.
ACBK1g00415,Cen-16-000379,Cen-15-003682
ACBK1g00416,.,.
ACBK1g00417,Cen-16-000383,Cen-15-003679
ACBK1g00418,Cen-16-000384,.
ACBK1g00419,.,.
ACBK1g00420,Cen-16-000386,Cen-15-003678
ACBK1g00421,.,.
ACBK1g00422,Cen-16-000389,Cen-15-003676
ACBK1g00423,.,.
ACBK1g00424,.,.
ACBK1g00425,Cen-16-000390,Cen-15-003675
ACBK1g00426,Cen-16-000391,Cen-15-003674
ACBK1g00427,Cen-16-000392,Cen-15-003673
ACBK1g00428,Cen-16-000394,Cen-15-003671
ACBK1g00429,Cen-16-000395,Cen-15-003670
ACBK1g00430,Cen-16-000396,Cen-15-003669
ACBK1g00431,Cen-16-000397,Cen-15-003668
ACBK1g00432,Cen-16-000398,Cen-15-003667
ACBK1g00433,Cen-16-000399,Cen-15-003666
ACBK1g00434,Cen-16-000400,Cen-15-003664
ACBK1g00435,Cen-16-000402,Cen-15-003663
ACBK1g00436,Cen-16-000403,Cen-15-003662
ACBK1g00437,Cen-16-000404,Cen-15-003661
ACBK1g00438,Cen-16-000405,Cen-15-003660
ACBK1g00439,Cen-16-000406,Cen-15-003659
ACBK1g00440,.,.
ACBK1g00441,.,.
ACBK1g00442,Cen-16-000409,Cen-15-003657
ACBK1g00443,Cen-16-000410,Cen-15-003656
ACBK1g00444,.,Cen-15-003655
ACBK1g00445,Cen-16-000411,Cen-15-003654
ACBK1g00446,Cen-16-000412,.
ACBK1g00447,.,.
ACBK1g00448,.,.
ACBK1g00449,Cen-16-000413,.
ACBK1g00450,Cen-16-000414,Cen-15-003653
ACBK1g00451,.,.
ACBK1g00452,.,Cen-15-003651
ACBK1g00453,.,.
ACBK1g00454,.,.
ACBK1g00455,.,.
ACBK1g00456,.,Cen-15-003650
ACBK1g00457,Cen-16-000417,Cen-15-003648
ACBK1g00458,Cen-16-000418,Cen-15-003647
ACBK1g00459,Cen-16-000419,Cen-15-003646
ACBK1g00460,Cen-16-000421,Cen-15-003644
ACBK1g00461,Cen-16-000422,Cen-15-003643
ACBK1g00462,.,.
ACBK1g00463,Cen-16-000424,Cen-15-003642
ACBK1g00464,.,.
ACBK1g00465,Cen-16-000426,Cen-15-003641
ACBK1g00466,Cen-16-000429,Cen-15-003640
ACBK1g00467,Cen-16-000430,Cen-15-003639
ACBK1g00468,Cen-16-000432,Cen-15-003638
ACBK1g00469,Cen-16-000433,Cen-15-003637
ACBK1g00470,Cen-16-000434,Cen-15-003635
ACBK1g00471,Cen-16-000435,Cen-15-003634
ACBK1g00472,.,Cen-15-003632
ACBK1g00473,Cen-16-000436,Cen-15-003630
ACBK1g00474,Cen-16-000437,Cen-15-003629
ACBK1g00475,Cen-16-000438,.
ACBK1g00476,Cen-16-000439,Cen-15-003627
ACBK1g00477,Cen-16-000440,Cen-15-003626
ACBK1g00478,Cen-16-000441,Cen-15-003625
ACBK1g00479,Cen-16-000442,Cen-15-003624
ACBK1g00480,Cen-16-000443,Cen-15-003623
ACBK1g00481,Cen-16-000445,.
ACBK1g00482,Cen-16-000446,Cen-15-003622
ACBK1g00483,Cen-16-000447,.
ACBK1g00484,Cen-16-000448,.
ACBK1g00485,.,.
ACBK1g00486,Cen-16-000449,Cen-15-003621
ACBK1g00487,Cen-16-000450,Cen-15-003620
ACBK1g00488,.,.
ACBK1g00489,Cen-16-000451,Cen-15-003619
ACBK1g00490,Cen-16-000452,Cen-15-003618
ACBK1g00491,.,.
ACBK1g00492,Cen-16-000454,Cen-15-003617
ACBK1g00493,Cen-16-000455,Cen-15-003616
ACBK1g00494,Cen-16-000456,Cen-15-003615
ACBK1g00495,.,.
ACBK1g00496,.,Cen-15-003614
ACBK1g00497,.,Cen-15-003612
ACBK1g00498,Cen-16-000461,Cen-15-003611
ACBK1g00499,Cen-16-000462,Cen-15-003610
ACBK1g00500,Cen-16-000463,Cen-15-003609
ACBK1g00501,Cen-16-000464,.
ACBK1g00502,Cen-16-000465,Cen-15-003608
ACBK1g00503,Cen-16-000466,Cen-15-003607
ACBK1g00504,Cen-16-000467,.
ACBK1g00505,Cen-16-000468,Cen-15-003606
ACBK1g00506,Cen-16-000469,Cen-15-003605
ACBK1g00507,Cen-16-000470,Cen-15-003604
ACBK1g00508,Cen-16-000472,Cen-15-003602
ACBK1g00509,Cen-16-000473,.
ACBK1g00510,Cen-16-000474,.
ACBK1g00511,.,Cen-15-003600
ACBK1g00512,Cen-16-000476,Cen-15-003599
ACBK1g00513,.,.
ACBK1g00514,Cen-16-000478,.
ACBK1g00515,Cen-16-000479,Cen-15-003597
ACBK1g00516,Cen-16-000480,Cen-15-003596
ACBK1g00517,Cen-16-000481,Cen-15-003595
ACBK1g00518,.,.
ACBK1g00519,Cen-16-000483,Cen-15-003593
ACBK1g00520,Cen-16-000484,Cen-15-003592
ACBK1g00521,Cen-16-000485,Cen-15-003590
ACBK1g00522,Cen-16-000486,Cen-15-003589
ACBK1g00523,Cen-16-000487,Cen-15-003588
ACBK1g00524,Cen-16-000488,Cen-15-003587
ACBK1g00525,Cen-16-000489,Cen-15-003586
ACBK1g00526,Cen-16-000490,.
ACBK1g00527,.,.
ACBK1g00528,Cen-16-000491,Cen-15-003585
ACBK1g00529,Cen-16-000492,Cen-15-003584
ACBK1g00530,Cen-16-000493,.
ACBK1g00531,.,.
ACBK1g00532,.,Cen-15-003582
ACBK1g00533,.,.
ACBK1g00534,.,Cen-15-003581
ACBK1g00535,.,.
ACBK1g00536,Cen-16-000495,Cen-15-003580
ACBK1g00537,Cen-16-000496,Cen-15-003579
ACBK1g00538,Cen-16-000497,Cen-15-003578
ACBK1g00539,Cen-16-000498,Cen-15-003577
ACBK1g00540,Cen-16-000499,Cen-15-003576
ACBK1g00541,Cen-16-000500,Cen-15-003575
ACBK1g00542,.,.
ACBK1g00543,Cen-16-000502,Cen-15-003573
ACBK1g00544,Cen-16-000503,Cen-15-003572
ACBK1g00545,.,.
ACBK1g00546,Cen-16-000506,Cen-15-003569
ACBK1g00547,Cen-16-000507,.
ACBK1g00548,Cen-16-000508,Cen-15-003568
ACBK1g00549,.,Cen-15-003567
ACBK1g00550,Cen-16-000509,Cen-15-003566
ACBK1g00551,.,Cen-15-003565
ACBK1g00552,Cen-16-000510,.
ACBK1g00553,Cen-16-000511,Cen-15-003564
ACBK1g00554,.,.
ACBK1g00555,Cen-16-000514,Cen-15-003562
ACBK1g00556,.,Cen-15-003561
ACBK1g00557,Cen-16-000515,Cen-15-003560
ACBK1g00558,Cen-16-000516,Cen-15-003559
ACBK1g00559,.,.
ACBK1g00560,Cen-16-000518,Cen-15-003557
ACBK1g00561,.,.
ACBK1g00562,Cen-16-000519,Cen-15-003556
ACBK1g00563,Cen-16-000520,Cen-15-003555
ACBK1g00564,Cen-16-000521,Cen-15-003554
ACBK1g00565,Cen-16-000522,Cen-15-003553
ACBK1g00566,Cen-16-000523,Cen-15-003552
ACBK1g00567,Cen-16-000524,Cen-15-003551
ACBK1g00568,.,Cen-15-003550
ACBK1g00569,Cen-16-000527,Cen-15-003548
ACBK1g00570,Cen-16-000528,Cen-15-003547
ACBK1g00571,.,Cen-15-003546
ACBK1g00572,Cen-16-000530,.
ACBK1g00573,Cen-16-000531,Cen-15-003545
ACBK1g00574,Cen-16-000532,Cen-15-003544
ACBK1g00575,Cen-16-000534,Cen-15-003542
ACBK1g00576,Cen-16-000535,Cen-15-003541
ACBK1g00577,.,Cen-15-003540
ACBK1g00578,.,.
ACBK1g00579,.,Cen-15-003538
ACBK1g00580,.,Cen-15-003537
ACBK1g00581,Cen-16-000536,Cen-15-003536
ACBK1g00582,Cen-16-000538,Cen-15-003534
ACBK1g00583,.,Cen-15-003533
ACBK1g00584,Cen-16-000539,Cen-15-003532
ACBK1g00585,Cen-16-000541,Cen-15-003531
ACBK1g00586,Cen-16-000543,Cen-15-003529
ACBK1g00587,Cen-16-000544,Cen-15-003528
ACBK1g00588,Cen-16-000545,Cen-15-003527
ACBK1g00589,Cen-16-000546,Cen-15-003526
ACBK1g00590,.,Cen-15-003525
ACBK1g00591,Cen-16-000548,Cen-15-003522
ACBK1g00592,Cen-16-000549,Cen-15-003521
ACBK1g00593,Cen-16-000550,Cen-15-003520
ACBK1g00594,Cen-16-000551,Cen-15-003519
ACBK1g00595,Cen-16-000552,Cen-15-003518
ACBK1g00596,Cen-16-000553,Cen-15-003517
ACBK1g00597,Cen-16-000554,Cen-15-003516
ACBK1g00598,Cen-16-000555,Cen-15-003515
ACBK1g00599,Cen-16-000556,.
ACBK1g00600,Cen-16-000557,Cen-15-003514
ACBK1g00601,.,.
ACBK1g00602,Cen-16-000560,Cen-15-003512
ACBK1g00603,.,Cen-15-003511
ACBK1g00604,.,.
