ACBK1g00033,Coc-1-003942,Coc-8-003997,Coc-19-000048,Coc-2-000121
ACBK1g00034,.,.,.,.
ACBK1g00035,.,.,Coc-19-000049,Coc-2-000122
ACBK1g00036,Coc-1-003941,Coc-8-003996,Coc-19-000050,Coc-2-000123
ACBK1g00037,.,.,.,.
ACBK1g00038,.,Coc-8-003995,.,Coc-2-000124
ACBK1g00039,.,.,.,.
ACBK1g00040,Coc-1-003936,Coc-8-003992,Coc-19-000053,Coc-2-000127
ACBK1g00041,Coc-1-003935,Coc-8-003991,Coc-19-000057,Coc-2-000128
ACBK1g00042,Coc-1-003934,Coc-8-003990,Coc-19-000058,Coc-2-000129
ACBK1g00043,Coc-1-003933,Coc-8-003989,Coc-19-000059,Coc-2-000130
ACBK1g00044,.,.,Coc-19-000060,Coc-2-000131
ACBK1g00045,Coc-1-003932,Coc-8-003988,Coc-19-000061,Coc-2-000132
ACBK1g00046,Coc-1-003930,Coc-8-003986,Coc-19-000064,Coc-2-000135
ACBK1g00047,Coc-1-003929,Coc-8-003985,Coc-19-000065,Coc-2-000136
ACBK1g00048,Coc-1-003928,Coc-8-003984,Coc-19-000066,Coc-2-000137
ACBK1g00049,Coc-1-003926,Coc-8-003959,Coc-19-000069,.
ACBK1g00050,Coc-1-003925,Coc-8-003958,Coc-19-000070,Coc-2-000138
ACBK1g00051,Coc-1-003924,Coc-8-003957,Coc-19-000071,Coc-2-000139
ACBK1g00052,.,.,.,Coc-2-000141
ACBK1g00053,Coc-1-003923,Coc-8-003956,Coc-19-000072,Coc-2-000142
ACBK1g00054,Coc-1-003922,Coc-8-003955,Coc-19-000073,Coc-2-000143
ACBK1g00055,Coc-1-003921,Coc-8-003954,Coc-19-000074,Coc-2-000144
ACBK1g00056,Coc-1-003920,Coc-8-003953,Coc-19-000075,Coc-2-000145
ACBK1g00057,Coc-1-003919,Coc-8-003952,Coc-19-000076,Coc-2-000146
ACBK1g00058,Coc-1-003918,Coc-8-003951,Coc-19-000077,Coc-2-000147
ACBK1g00059,.,.,.,.
ACBK1g00060,.,.,.,.
ACBK1g00061,.,.,.,.
ACBK1g00062,.,.,.,.
ACBK1g00063,Coc-1-003917,Coc-8-003949,Coc-19-000079,Coc-2-000149
ACBK1g00064,.,.,Coc-19-000081,.
ACBK1g00065,Coc-1-003914,Coc-8-003945,Coc-19-000082,Coc-2-000152
ACBK1g00066,.,.,.,.
ACBK1g00067,Coc-1-003913,Coc-8-003944,Coc-19-000083,Coc-2-000153
ACBK1g00068,.,.,.,.
ACBK1g00069,Coc-1-003912,Coc-8-003943,.,Coc-2-000155
ACBK1g00070,Coc-1-003911,Coc-8-003942,Coc-19-000085,Coc-2-000156
ACBK1g00071,Coc-1-003910,Coc-8-003941,Coc-19-000086,Coc-2-000157
ACBK1g00072,Coc-1-003909,Coc-8-003940,Coc-19-000087,Coc-2-000159
ACBK1g00073,Coc-1-003908,Coc-8-003939,Coc-19-000088,Coc-2-000160
ACBK1g00074,Coc-1-003907,Coc-8-003938,Coc-19-000089,Coc-2-000161
ACBK1g00075,.,.,.,.
ACBK1g00076,Coc-1-003906,Coc-8-003937,Coc-19-000090,Coc-2-000163
ACBK1g00077,.,.,Coc-19-000091,Coc-2-000164
ACBK1g00078,Coc-1-003904,Coc-8-003936,Coc-19-000093,Coc-2-000165
ACBK1g00079,.,Coc-8-003935,Coc-19-000094,Coc-2-000166
ACBK1g00080,Coc-1-003903,Coc-8-003934,Coc-19-000095,Coc-2-000167
ACBK1g00081,Coc-1-003902,Coc-8-003932,Coc-19-000096,Coc-2-000168
ACBK1g00082,Coc-1-003900,Coc-8-003931,Coc-19-000098,Coc-2-000170
ACBK1g00083,Coc-1-003899,Coc-8-003930,Coc-19-000099,Coc-2-000171
ACBK1g00084,Coc-1-003898,Coc-8-003929,Coc-19-000100,Coc-2-000172
ACBK1g00085,Coc-1-003897,Coc-8-003928,Coc-19-000101,Coc-2-000173
ACBK1g00086,Coc-1-003896,Coc-8-003927,Coc-19-000102,Coc-2-000174
ACBK1g00087,Coc-1-003895,Coc-8-003926,Coc-19-000103,Coc-2-000175
ACBK1g00088,.,Coc-8-003925,Coc-19-000104,Coc-2-000176
ACBK1g00089,.,.,Coc-19-000106,Coc-2-000178
ACBK1g00090,Coc-1-003894,Coc-8-003923,Coc-19-000107,Coc-2-000179
ACBK1g00091,Coc-1-003893,Coc-8-003922,Coc-19-000108,Coc-2-000180
ACBK1g00092,.,.,Coc-19-000110,Coc-2-000181
ACBK1g00093,.,.,Coc-19-000111,Coc-2-000182
ACBK1g00094,.,Coc-8-003921,Coc-19-000112,Coc-2-000183
ACBK1g00095,Coc-1-003892,.,Coc-19-000113,Coc-2-000184
ACBK1g00096,Coc-1-003891,Coc-8-003920,Coc-19-000114,Coc-2-000185
ACBK1g00097,Coc-1-003888,Coc-8-003917,Coc-19-000117,Coc-2-000188
ACBK1g00098,Coc-1-003887,Coc-8-003916,Coc-19-000118,Coc-2-000189
ACBK1g00099,.,.,.,.
ACBK1g00100,.,.,Coc-19-000119,Coc-2-000190
ACBK1g00101,.,.,Coc-19-000120,Coc-2-000191
ACBK1g00102,Coc-1-003886,Coc-8-003915,Coc-19-000121,Coc-2-000192
ACBK1g00103,Coc-1-003885,.,Coc-19-000122,Coc-2-000193
ACBK1g00104,Coc-1-003884,Coc-8-003914,Coc-19-000123,.
ACBK1g00105,.,.,.,.
ACBK1g00106,Coc-1-003883,Coc-8-003913,Coc-19-000124,Coc-2-000194
ACBK1g00107,.,.,Coc-19-000125,Coc-2-000195
ACBK1g00108,Coc-1-003882,Coc-8-003912,Coc-19-000126,Coc-2-000196
ACBK1g00109,Coc-1-003881,Coc-8-003911,Coc-19-000127,Coc-2-000197
ACBK1g00110,Coc-1-003880,Coc-8-003910,Coc-19-000128,Coc-2-000198
ACBK1g00111,Coc-1-003879,Coc-8-003909,Coc-19-000129,Coc-2-000199
ACBK1g00112,Coc-1-003878,.,Coc-19-000130,.
ACBK1g00113,Coc-1-003874,Coc-8-003907,Coc-19-000131,Coc-2-000201
ACBK1g00114,Coc-1-003873,Coc-8-003906,Coc-19-000132,Coc-2-000202
ACBK1g00115,Coc-1-003872,Coc-8-003905,Coc-19-000133,Coc-2-000205
ACBK1g00116,.,.,Coc-19-000134,Coc-2-000206
ACBK1g00117,Coc-1-003867,Coc-8-003904,Coc-19-000135,Coc-2-000207
ACBK1g00118,Coc-1-003866,Coc-8-003903,Coc-19-000136,Coc-2-000208
ACBK1g00119,Coc-1-003865,Coc-8-003902,Coc-19-000138,Coc-2-000209
ACBK1g00120,Coc-1-003863,Coc-8-003900,Coc-19-000139,Coc-2-000211
ACBK1g00121,.,.,.,.
ACBK1g00122,Coc-1-003862,Coc-8-003899,Coc-19-000140,Coc-2-000212
ACBK1g00123,Coc-1-003860,Coc-8-003896,Coc-19-000144,Coc-2-000213
ACBK1g00124,Coc-1-003859,Coc-8-003895,Coc-19-000145,Coc-2-000215
ACBK1g00125,.,.,Coc-19-000147,Coc-2-000216
ACBK1g00126,.,.,.,.
ACBK1g00127,Coc-1-003858,Coc-8-003894,Coc-19-000148,Coc-2-000217
ACBK1g00128,.,.,Coc-19-000149,Coc-2-000218
ACBK1g00129,.,.,.,.
ACBK1g00130,.,Coc-8-003893,Coc-19-000150,Coc-2-000219
ACBK1g00131,.,Coc-8-003892,Coc-19-000151,Coc-2-000220
ACBK1g00132,.,.,.,Coc-2-000221
ACBK1g00133,Coc-1-003857,Coc-8-003890,Coc-19-000153,Coc-2-000223
ACBK1g00134,Coc-1-003856,Coc-8-003889,Coc-19-000154,Coc-2-000224
ACBK1g00135,.,.,.,Coc-2-000225
ACBK1g00136,Coc-1-003855,Coc-8-003888,Coc-19-000156,Coc-2-000226
ACBK1g00137,Coc-1-003854,.,Coc-19-000157,Coc-2-000227
ACBK1g00138,Coc-1-003853,Coc-8-003887,Coc-19-000158,Coc-2-000228
ACBK1g00139,Coc-1-003852,Coc-8-003886,Coc-19-000159,Coc-2-000229
ACBK1g00140,.,.,.,.
ACBK1g00141,Coc-1-003851,Coc-8-003885,Coc-19-000160,Coc-2-000230
ACBK1g00142,.,.,.,.
ACBK1g00143,Coc-1-003850,Coc-8-003884,Coc-19-000162,Coc-2-000232
ACBK1g00144,.,.,Coc-19-000163,Coc-2-000234
ACBK1g00145,Coc-1-003849,Coc-8-003882,Coc-19-000164,Coc-2-000235
ACBK1g00146,.,.,.,.
ACBK1g00147,Coc-1-003847,Coc-8-003879,Coc-19-000166,Coc-2-000237
ACBK1g00148,Coc-1-003846,Coc-8-003878,Coc-19-000167,Coc-2-000238
ACBK1g00149,Coc-1-003845,.,Coc-19-000168,Coc-2-000239
ACBK1g00150,.,.,Coc-19-000169,Coc-2-000240
ACBK1g00151,Coc-1-003844,.,Coc-19-000170,Coc-2-000241
ACBK1g00152,Coc-1-003841,Coc-8-003876,Coc-19-000172,Coc-2-000243
ACBK1g00153,.,.,.,.
ACBK1g00154,.,.,.,.
ACBK1g00155,.,.,Coc-19-000173,Coc-2-000244
ACBK1g00156,Coc-1-003840,Coc-8-003875,Coc-19-000174,Coc-2-000245
ACBK1g00157,.,.,Coc-19-000175,Coc-2-000246
ACBK1g00158,Coc-1-003839,.,Coc-19-000176,Coc-2-000247
ACBK1g00159,Coc-1-003838,Coc-8-003874,Coc-19-000177,Coc-2-000248
ACBK1g00160,Coc-1-003837,Coc-8-003873,Coc-19-000178,Coc-2-000249
ACBK1g00161,.,.,.,.
ACBK1g00162,Coc-1-003836,Coc-8-003872,Coc-19-000179,Coc-2-000250
ACBK1g00163,Coc-1-003835,Coc-8-003871,Coc-19-000180,Coc-2-000251
ACBK1g00164,.,.,.,.
ACBK1g00165,Coc-1-003834,Coc-8-003870,Coc-19-000182,Coc-2-000253
ACBK1g00166,.,.,.,.
ACBK1g00167,Coc-1-003833,Coc-8-003869,Coc-19-000183,Coc-2-000254
ACBK1g00168,.,.,Coc-19-000184,Coc-2-000255
ACBK1g00169,.,.,Coc-19-000185,Coc-2-000256
ACBK1g00170,.,.,.,.
ACBK1g00171,Coc-1-003832,Coc-8-003868,Coc-19-000186,Coc-2-000257
ACBK1g00172,Coc-1-003831,Coc-8-003867,Coc-19-000187,Coc-2-000258
ACBK1g00173,.,.,.,.
ACBK1g00174,.,.,Coc-19-000189,Coc-2-000260
ACBK1g00175,.,.,.,.
ACBK1g00176,.,.,.,.
ACBK1g00177,Coc-1-003829,Coc-8-003865,Coc-19-000190,Coc-2-000261
ACBK1g00178,Coc-1-003828,Coc-8-003864,Coc-19-000191,Coc-2-000262
ACBK1g00179,.,.,.,.
ACBK1g00180,Coc-1-003827,Coc-8-003863,Coc-19-000192,Coc-2-000263
ACBK1g00181,Coc-1-003826,Coc-8-003862,Coc-19-000193,Coc-2-000264
ACBK1g00182,Coc-1-003825,Coc-8-003861,Coc-19-000194,Coc-2-000265
ACBK1g00183,Coc-1-003823,Coc-8-003860,Coc-19-000196,Coc-2-000267
ACBK1g00184,Coc-1-003822,Coc-8-003859,Coc-19-000197,Coc-2-000268
ACBK1g00185,Coc-1-003821,Coc-8-003858,.,.
ACBK1g00186,Coc-1-003820,Coc-8-003857,Coc-19-000198,Coc-2-000269
ACBK1g00187,.,Coc-8-003856,Coc-19-000199,Coc-2-000270
ACBK1g00188,Coc-1-003819,Coc-8-003855,Coc-19-000200,Coc-2-000271
ACBK1g00189,Coc-1-003817,.,.,Coc-2-000272
ACBK1g00190,Coc-1-003816,Coc-8-003853,Coc-19-000203,Coc-2-000273
ACBK1g00191,Coc-1-003815,Coc-8-003852,Coc-19-000204,Coc-2-000274
ACBK1g00192,Coc-1-003814,Coc-8-003851,Coc-19-000205,Coc-2-000278
ACBK1g00193,Coc-1-003813,Coc-8-003850,Coc-19-000206,Coc-2-000279
ACBK1g00194,.,.,.,.
ACBK1g00195,Coc-1-003810,Coc-8-003847,Coc-19-000210,Coc-2-000282
ACBK1g00196,.,.,.,.
ACBK1g00197,.,.,Coc-19-000212,Coc-2-000285
ACBK1g00198,Coc-1-003808,Coc-8-003845,Coc-19-000213,Coc-2-000286
ACBK1g00199,.,.,.,.
ACBK1g00200,.,Coc-8-003844,Coc-19-000214,Coc-2-000287
ACBK1g00201,.,Coc-8-003843,Coc-19-000215,.
ACBK1g00202,Coc-1-003806,Coc-8-003842,Coc-19-000216,Coc-2-000289
ACBK1g00203,Coc-1-003805,Coc-8-003841,Coc-19-000217,Coc-2-000290
ACBK1g00204,Coc-1-003804,Coc-8-003840,Coc-19-000218,Coc-2-000291
ACBK1g00205,Coc-1-003803,Coc-8-003839,Coc-19-000219,Coc-2-000292
ACBK1g00206,Coc-1-003802,Coc-8-003838,Coc-19-000220,Coc-2-000293
ACBK1g00207,Coc-1-003799,Coc-8-003837,Coc-19-000223,Coc-2-000295
ACBK1g00208,Coc-1-003798,Coc-8-003836,Coc-19-000224,Coc-2-000296
ACBK1g00209,.,.,Coc-19-000225,Coc-2-000297
ACBK1g00210,Coc-1-003797,Coc-8-003835,Coc-19-000226,Coc-2-000298
ACBK1g00211,Coc-1-003796,Coc-8-003834,Coc-19-000227,Coc-2-000299
ACBK1g00212,Coc-1-003795,Coc-8-003833,Coc-19-000228,Coc-2-000300
ACBK1g00213,Coc-1-003793,Coc-8-003831,Coc-19-000230,Coc-2-000303
ACBK1g00214,Coc-1-003792,Coc-8-003830,Coc-19-000231,Coc-2-000304
ACBK1g00215,Coc-1-003791,Coc-8-003829,Coc-19-000232,Coc-2-000305
ACBK1g00216,Coc-1-003788,Coc-8-003828,Coc-19-000233,Coc-2-000306
ACBK1g00217,Coc-1-003787,.,Coc-19-000234,Coc-2-000307
ACBK1g00218,Coc-1-003783,Coc-8-003827,Coc-19-000235,Coc-2-000308
ACBK1g00219,.,.,.,.
ACBK1g00220,Coc-1-003782,Coc-8-003826,Coc-19-000236,Coc-2-000309
ACBK1g00221,Coc-1-003781,Coc-8-003825,Coc-19-000237,Coc-2-000310
ACBK1g00222,Coc-1-003780,Coc-8-003824,Coc-19-000238,Coc-2-000311
ACBK1g00223,Coc-1-003779,Coc-8-003823,Coc-19-000239,Coc-2-000313
ACBK1g00224,.,.,Coc-19-000240,Coc-2-000314
ACBK1g00225,.,Coc-8-003822,.,.
ACBK1g00226,Coc-1-003778,Coc-8-003821,Coc-19-000241,Coc-2-000315
ACBK1g00227,.,.,.,.
ACBK1g00228,Coc-1-003777,Coc-8-003820,Coc-19-000242,Coc-2-000323
ACBK1g00229,Coc-1-003776,Coc-8-003819,Coc-19-000243,Coc-2-000324
ACBK1g00230,Coc-1-003775,Coc-8-003818,Coc-19-000244,Coc-2-000325
ACBK1g00231,Coc-1-003774,Coc-8-003817,Coc-19-000245,Coc-2-000326
ACBK1g00232,.,Coc-8-003816,Coc-19-000246,Coc-2-000327
ACBK1g00233,Coc-1-003773,Coc-8-003815,Coc-19-000247,Coc-2-000328
ACBK1g00234,.,.,Coc-19-000249,Coc-2-000330
ACBK1g00235,.,.,Coc-19-000250,Coc-2-000331
ACBK1g00236,.,.,.,Coc-2-000332
ACBK1g00237,Coc-1-003770,Coc-8-003812,Coc-19-000253,Coc-2-000334
ACBK1g00238,Coc-1-003768,Coc-8-003810,Coc-19-000255,Coc-2-000336
ACBK1g00239,Coc-1-003767,Coc-8-003809,Coc-19-000256,Coc-2-000337
ACBK1g00240,Coc-1-003761,Coc-8-003807,Coc-19-000257,Coc-2-000343
ACBK1g00241,Coc-1-003760,Coc-8-003806,Coc-19-000258,Coc-2-000344
ACBK1g00242,Coc-1-003759,.,Coc-19-000259,Coc-2-000345
ACBK1g00243,.,.,Coc-19-000260,Coc-2-000346
ACBK1g00244,.,.,.,.
ACBK1g00245,.,.,.,.
ACBK1g00246,.,.,.,.
ACBK1g00247,.,Coc-8-003805,.,Coc-2-000347
ACBK1g00248,Coc-1-003758,.,Coc-19-000261,Coc-2-000348
ACBK1g00249,.,Coc-8-003804,Coc-19-000262,Coc-2-000349
ACBK1g00250,Coc-1-003757,Coc-8-003803,Coc-19-000263,Coc-2-000350
ACBK1g00251,Coc-1-003756,Coc-8-003802,Coc-19-000264,Coc-2-000351
ACBK1g00252,Coc-1-003755,Coc-8-003801,Coc-19-000265,Coc-2-000352
ACBK1g00253,.,.,Coc-19-000266,.
ACBK1g00254,.,.,Coc-19-000267,.
ACBK1g00255,.,.,.,.
ACBK1g00256,Coc-1-003754,Coc-8-003800,Coc-19-000269,Coc-2-000353
ACBK1g00257,Coc-1-003753,Coc-8-003799,Coc-19-000270,Coc-2-000354
ACBK1g00258,Coc-1-003752,Coc-8-003798,Coc-19-000272,Coc-2-000355
ACBK1g00259,.,.,Coc-19-000273,Coc-2-000356
ACBK1g00260,Coc-1-003751,Coc-8-003797,Coc-19-000274,Coc-2-000357
ACBK1g00261,Coc-1-003749,Coc-8-003795,Coc-19-000277,Coc-2-000358
ACBK1g00262,Coc-1-003748,Coc-8-003794,Coc-19-000279,Coc-2-000359
ACBK1g00263,.,.,Coc-19-000280,Coc-2-000360
ACBK1g00264,Coc-1-003747,Coc-8-003793,Coc-19-000281,Coc-2-000361
ACBK1g00265,Coc-1-003746,Coc-8-003792,Coc-19-000282,Coc-2-000362
ACBK1g00266,Coc-1-003745,Coc-8-003791,Coc-19-000283,Coc-2-000363
ACBK1g00267,Coc-1-003744,Coc-8-003790,Coc-19-000284,Coc-2-000364
ACBK1g00268,.,Coc-8-003788,Coc-19-000285,Coc-2-000365
ACBK1g00269,Coc-1-003743,Coc-8-003787,Coc-19-000287,Coc-2-000367
ACBK1g00270,Coc-1-003742,Coc-8-003786,Coc-19-000288,Coc-2-000369
ACBK1g00271,Coc-1-003741,Coc-8-003785,Coc-19-000289,Coc-2-000370
ACBK1g00272,Coc-1-003740,Coc-8-003783,.,Coc-2-000372
ACBK1g00273,.,.,.,.
ACBK1g00274,.,.,Coc-19-000290,Coc-2-000373
ACBK1g00275,Coc-1-003739,Coc-8-003782,Coc-19-000291,Coc-2-000374
ACBK1g00276,Coc-1-003738,Coc-8-003781,Coc-19-000292,Coc-2-000375
ACBK1g00277,Coc-1-003736,Coc-8-003779,Coc-19-000294,Coc-2-000377
ACBK1g00278,Coc-1-003735,Coc-8-003778,Coc-19-000295,Coc-2-000378
ACBK1g00279,.,.,.,.
ACBK1g00280,.,.,.,.
ACBK1g00281,.,.,Coc-19-000296,Coc-2-000379
ACBK1g00282,.,.,Coc-19-000297,Coc-2-000380
ACBK1g00283,Coc-1-003734,Coc-8-003777,Coc-19-000298,Coc-2-000381
ACBK1g00284,.,Coc-8-003773,Coc-19-000299,Coc-2-000382
ACBK1g00285,Coc-1-003733,Coc-8-003772,Coc-19-000300,Coc-2-000383
ACBK1g00286,Coc-1-003732,Coc-8-003771,Coc-19-000301,Coc-2-000384
ACBK1g00287,.,.,.,.
ACBK1g00288,.,.,.,.
ACBK1g00289,.,.,Coc-19-000302,Coc-2-000386
ACBK1g00290,Coc-1-003731,Coc-8-003770,Coc-19-000303,Coc-2-000387
ACBK1g00291,.,.,Coc-19-000304,Coc-2-000388
ACBK1g00292,.,.,.,.
ACBK1g00293,Coc-1-003730,Coc-8-003769,Coc-19-000305,Coc-2-000389
ACBK1g00294,Coc-1-003729,Coc-8-003768,Coc-19-000306,Coc-2-000390
ACBK1g00295,Coc-1-003728,.,Coc-19-000307,.
ACBK1g00296,Coc-1-003727,Coc-8-003767,Coc-19-000308,Coc-2-000391
ACBK1g00297,Coc-1-003726,Coc-8-003766,.,Coc-2-000392
ACBK1g00298,Coc-1-003725,Coc-8-003765,.,Coc-2-000393
ACBK1g00299,.,.,Coc-19-000309,Coc-2-000394
ACBK1g00300,Coc-1-003724,Coc-8-003764,Coc-19-000311,Coc-2-000396
ACBK1g00301,.,.,.,.
ACBK1g00302,.,.,Coc-19-000312,Coc-2-000397
ACBK1g00303,.,Coc-8-003763,Coc-19-000313,Coc-2-000398
ACBK1g00304,Coc-1-003722,Coc-8-003762,Coc-19-000314,Coc-2-000399
ACBK1g00305,Coc-1-003721,Coc-8-003761,Coc-19-000315,Coc-2-000400
ACBK1g00306,.,.,Coc-19-000316,Coc-2-000402
ACBK1g00307,Coc-1-003720,Coc-8-003759,Coc-19-000317,Coc-2-000403
ACBK1g00308,Coc-1-003719,Coc-8-003758,Coc-19-000318,Coc-2-000404
ACBK1g00309,Coc-1-003718,Coc-8-003757,Coc-19-000319,Coc-2-000405
ACBK1g00310,Coc-1-003716,Coc-8-003755,Coc-19-000322,Coc-2-000407
ACBK1g00311,.,.,Coc-19-000323,Coc-2-000408
ACBK1g00312,Coc-1-003715,Coc-8-003746,Coc-19-000324,Coc-2-000409
ACBK1g00313,Coc-1-003714,Coc-8-003744,Coc-19-000325,Coc-2-000410
ACBK1g00314,Coc-1-003713,Coc-8-003742,Coc-19-000326,Coc-2-000411
ACBK1g00315,.,Coc-8-003741,Coc-19-000327,Coc-2-000412
ACBK1g00316,Coc-1-003712,Coc-8-003740,Coc-19-000328,Coc-2-000413
ACBK1g00317,.,.,Coc-19-000329,Coc-2-000414
ACBK1g00318,.,Coc-8-003737,Coc-19-000330,Coc-2-000415
ACBK1g00319,.,.,.,.
ACBK1g00320,.,Coc-8-003748,Coc-19-000331,Coc-2-000416
ACBK1g00321,Coc-1-003711,Coc-8-003739,Coc-19-000332,Coc-2-000417
ACBK1g00322,.,.,.,.
ACBK1g00323,.,.,.,.
ACBK1g00324,.,.,.,.
ACBK1g00325,.,.,.,.
ACBK1g00326,.,.,.,.
ACBK1g00327,.,Coc-8-003735,Coc-19-000333,Coc-2-000418
ACBK1g00328,.,Coc-8-003734,Coc-19-000334,Coc-2-000419
ACBK1g00329,Coc-1-003707,Coc-8-003733,Coc-19-000335,Coc-2-000420
ACBK1g00330,Coc-1-003703,Coc-8-003732,Coc-19-000336,Coc-2-000421
ACBK1g00331,Coc-1-003701,Coc-8-003731,Coc-19-000337,Coc-2-000422
ACBK1g00332,.,Coc-8-003730,Coc-19-000338,Coc-2-000423
ACBK1g00333,Coc-1-003700,Coc-8-003729,Coc-19-000339,Coc-2-000424
ACBK1g00334,.,.,Coc-19-000340,Coc-2-000425
ACBK1g00335,.,.,.,.
ACBK1g00336,Coc-1-003699,Coc-8-003728,Coc-19-000341,Coc-2-000426
ACBK1g00337,Coc-1-003698,Coc-8-003727,Coc-19-000342,Coc-2-000427
ACBK1g00338,Coc-1-003697,Coc-8-003726,Coc-19-000343,Coc-2-000428
ACBK1g00339,Coc-1-003696,Coc-8-003725,Coc-19-000344,Coc-2-000429
ACBK1g00340,.,.,Coc-19-000345,Coc-2-000430
ACBK1g00341,Coc-1-003695,Coc-8-003724,Coc-19-000346,Coc-2-000431
ACBK1g00342,.,.,Coc-19-000348,Coc-2-000433
ACBK1g00343,.,.,Coc-19-000349,Coc-2-000434
ACBK1g00344,.,Coc-8-003723,Coc-19-000350,Coc-2-000435
ACBK1g00345,Coc-1-003694,Coc-8-003722,Coc-19-000352,Coc-2-000436
ACBK1g00346,.,.,.,.
ACBK1g00347,Coc-1-003693,Coc-8-003721,Coc-19-000353,Coc-2-000437
ACBK1g00348,Coc-1-003692,Coc-8-003720,Coc-19-000354,Coc-2-000438
ACBK1g00349,Coc-1-003691,Coc-8-003719,Coc-19-000355,Coc-2-000439
ACBK1g00350,Coc-1-003690,Coc-8-003718,Coc-19-000356,.
ACBK1g00351,,Coc-8-003717,Coc-19-000357,Coc-2-000441
ACBK1g00352,,.,.,Coc-2-000442
ACBK1g00353,,.,Coc-19-000359,Coc-2-000443
ACBK1g00354,,Coc-8-003714,Coc-19-000361,Coc-2-000445
ACBK1g00355,,.,.,.
ACBK1g00356,,Coc-8-003713,Coc-19-000362,Coc-2-000446
ACBK1g00357,,Coc-8-003712,Coc-19-000363,Coc-2-000447
ACBK1g00358,,Coc-8-003711,Coc-19-000364,Coc-2-000448
ACBK1g00359,,.,.,.
ACBK1g00360,,Coc-8-003710,Coc-19-000366,Coc-2-000449
ACBK1g00361,,Coc-8-003709,Coc-19-000367,Coc-2-000450
ACBK1g00362,,Coc-8-003708,Coc-19-000368,Coc-2-000451
ACBK1g00363,,.,Coc-19-000369,Coc-2-000452
ACBK1g00364,,Coc-8-003707,Coc-19-000370,Coc-2-000453
ACBK1g00365,,Coc-8-003706,Coc-19-000371,.
ACBK1g00366,,Coc-8-003705,Coc-19-000372,Coc-2-000457
ACBK1g00367,,.,Coc-19-000373,Coc-2-000458
ACBK1g00368,Coc-1-003640,Coc-8-003704,Coc-19-000374,Coc-2-000459
ACBK1g00369,.,.,.,.
ACBK1g00370,.,Coc-8-003703,Coc-19-000375,Coc-2-000462
ACBK1g00371,Coc-1-003638,Coc-8-003702,Coc-19-000376,Coc-2-000464
ACBK1g00372,Coc-1-003637,Coc-8-003701,Coc-19-000377,Coc-2-000465
ACBK1g00373,Coc-1-003636,Coc-8-003700,Coc-19-000378,Coc-2-000466
ACBK1g00374,Coc-1-003635,Coc-8-003699,Coc-19-000379,Coc-2-000468
ACBK1g00375,Coc-1-003634,.,Coc-19-000380,Coc-2-000469
ACBK1g00376,Coc-1-003633,Coc-8-003698,Coc-19-000381,Coc-2-000470
ACBK1g00377,.,Coc-8-003697,Coc-19-000383,.
ACBK1g00378,Coc-1-003631,Coc-8-003696,Coc-19-000384,Coc-2-000472
ACBK1g00379,.,.,.,.
ACBK1g00380,.,.,.,.
